Day,Time,Group,Food Name,Amount,Energy (kcal),Alcohol (g),Caffeine (mg),Water (g),B1 (Thiamine) (mg),B2 (Riboflavin) (mg),B3 (Niacin) (mg),B5 (Pantothenic Acid) (mg),B6 (Pyridoxine) (mg),B12 (Cobalamin) (µg),Beta-carotene (µg),Folate (µg),Lutein+Zeaxanthin (µg),Vitamin A (IU),Vitamin C (mg),Vitamin D (IU),Vitamin E (mg),Vitamin K (µg),Calcium (mg),Copper (mg),Iron (mg),Magnesium (mg),Manganese (mg),Phosphorus (mg),Potassium (mg),Selenium (µg),Sodium (mg),Zinc (mg),Carbs (g),Fiber (g),Starch (g),Sugars (g),Net Carbs (g),Fat (g),Cholesterol (mg),Monounsaturated (g),Polyunsaturated (g),Saturated (g),Trans-Fats (g),Omega-3 (g),Omega-6 (g),Cystine (g),Histidine (g),Isoleucine (g),Leucine (g),Lysine (g),Methionine (g),Phenylalanine (g),Protein (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Category
4/24/2021,,Dinner,"Black Beans, Canned, Drained","0.25 cup, whole pieces",60.2,0,0,27.44,0.1,0.03,0.28,0.11,0.06,0,0,60.2,0,0,0.39,0,0,0.26,29.67,0.09,1.01,22.79,0.23,61.92,167.26,1.25,165.54,0.44,11.2,4.51,6.62,0.16,6.69,0.27,0,0.06,0.21,0.04,0,0.08,0.06,0.03,0.09,0.17,0.3,0.22,0.05,0.2,3.54,0.12,0.04,0.08,0.22,Legumes and Legume Products
4/24/2021,,Dinner,"Ice Cream, Vanilla or Other Flavors, Includes Chocolate Chip",0.40 cup,109.3,0,0,32.21,0.02,0.13,0.06,0.31,0.03,0.21,10.03,2.64,0,222.29,0.32,4.22,0.16,0.79,67.59,0.01,0.05,7.39,0,55.44,105.07,0.95,42.24,0.36,12.46,0.37,0,11.2,12.09,5.81,23.23,1.57,0.24,3.59,0.22,0.09,0.07,0.02,0.05,0.1,0.17,0.14,0.04,0.08,1.85,0.08,0.02,0.08,0.11,Dairy and Egg Products
4/24/2021,,Snack,"Apple, Fresh, With Skin","1.00 small - 2 3/4"" diameter",77.48,0,0,127.48,0.03,0.04,0.14,0.09,0.06,0,40.23,4.47,43.21,80.46,6.85,0,0.31,3.28,8.94,0.04,0.18,7.45,0.05,16.39,159.43,0,1.49,0.06,20.58,3.58,0.07,15.48,17,0.25,0,0.01,0.08,0.04,0,0.01,0.06,0,0.01,0.01,0.02,0.02,0,0.01,0.39,0.01,0,0,0.02,Fruits and Fruit Juices
4/25/2021,,Breakfast,"Kale, Raw","1.00 cup, chopped",7.35,0,0,18.83,0.02,0.07,0.25,0.08,0.03,0,603.52,13.02,1315.22,1010.84,19.62,0,0.14,81.84,53.36,0.01,0.34,6.93,0.19,11.55,73.1,0.19,11.13,0.08,0.93,0.86,0,0.21,0.07,0.31,0,0.02,0.14,0.04,0,0.08,0.06,0.01,0.04,0.04,0.04,0.04,0.01,0.03,0.61,0.03,0.01,0.02,0.03,Vegetables and Vegetable Products
4/25/2021,,Breakfast,"Spinach, Raw","1.00 cup, cut pieces",6.9,0,0,27.42,0.02,0.06,0.22,0.02,0.06,0,1687.86,58.2,3659.54,2813.21,8.43,0,0.59,144.88,29.7,0.04,0.81,23.7,0.27,14.7,167.41,0.3,23.7,0.16,1.09,0.66,0.03,0.13,0.43,0.12,0,0,0.05,0.02,0,0.04,0,0.01,0.02,0.04,0.07,0.05,0.02,0.04,0.86,0.04,0.01,0.03,0.05,Vegetables and Vegetable Products
4/25/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
4/25/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
4/25/2021,,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
4/25/2021,,Breakfast,"Strawberries, Fresh","0.75 cup, halves",36.48,0,0,103.68,0.03,0.03,0.44,0.14,0.05,0,7.98,27.36,29.64,13.68,67.03,0,0.32,2.51,18.24,0.05,0.47,14.82,0.44,27.36,174.42,0.46,1.14,0.16,8.76,2.28,0.05,5.57,6.48,0.34,0,0.05,0.18,0.02,0,0.07,0.1,0.01,0.01,0.02,0.04,0.03,0,0.02,0.76,0.02,0.01,0.03,0.02,Fruits and Fruit Juices
4/25/2021,,Breakfast,"Blueberries, Fresh","1.20 cup, whole pieces",101.23,0,0,149.56,0.07,0.07,0.74,0.22,0.09,0,56.83,10.66,142.08,95.9,17.23,0,1.03,34.28,10.66,0.1,0.5,10.66,0.6,21.31,136.75,0.18,1.78,0.28,25.73,4.26,0.05,17.69,21.47,0.59,0,0.08,0.26,0.05,0,0.1,0.16,0.01,0.02,0.04,0.08,0.02,0.02,0.05,1.31,0.04,0.01,0.02,0.06,Fruits and Fruit Juices
4/25/2021,,Lunch,"Boston Market, Chicken Tortilla Soup",1.00 cup,138.12,0,0,230.2,0.12,0.16,3.06,0.34,0.17,0.11,703.52,13.83,110.27,1459.55,2.24,1.15,0.73,12.73,19.88,0.08,0.66,14.34,0.11,71.03,168.92,10.45,1332.42,0.71,8.78,0.88,5.11,2.48,7.9,7.63,24.07,1.88,3.63,1.36,0.08,0.41,3.12,0.12,0.26,0.45,0.66,0.69,0.22,0.36,8.82,0.37,0.11,0.29,0.43,Fast Foods
4/25/2021,,Lunch,Hass Avocado,0.50 each,113.56,0,0,49.18,0.05,0.1,1.3,0.99,0.2,0,42.84,60.52,184.28,99.96,5.98,0,1.31,14.28,8.84,0.12,0.41,19.72,0.1,36.72,344.76,0.27,5.44,0.46,5.88,4.62,0.07,0.2,1.25,10.48,0,6.66,1.23,1.45,0,0.08,1.15,0.02,0.03,0.06,0.1,0.09,0.03,0.06,1.33,0.05,0.02,0.03,0.07,Fruits and Fruit Juices
4/25/2021,,Lunch,"Pecans, Raw","3.00 tbsp, chopped",141.23,0,0,0.72,0.13,0.03,0.24,0.18,0.04,0,5.93,4.5,3.47,11.45,0.22,0,0.29,0.72,14.31,0.25,0.52,24.73,0.92,56.61,83.8,0.78,0,0.93,2.83,1.96,0.09,0.81,0.87,14.71,0,8.34,4.42,1.26,0,0.2,4.22,0.03,0.05,0.07,0.12,0.06,0.04,0.09,1.87,0.06,0.02,0.04,0.08,Nut and Seed Products
4/25/2021,,Lunch,Walnuts,"1.00 tbsp, ground",32.7,0,0,0.2,0.02,0.01,0.06,0.03,0.03,0,0.6,4.9,0.45,1,0.06,0,0.03,0.13,4.9,0.08,0.15,7.9,0.17,17.3,22.05,0.24,0.1,0.15,0.69,0.33,0,0.13,0.35,3.26,0,0.45,2.36,0.31,0,0.45,1.9,0.01,0.02,0.03,0.06,0.02,0.01,0.04,0.76,0.03,0.01,0.02,0.04,Nut and Seed Products
4/25/2021,,Lunch,"Tortilla Chips, Yellow, Plain, Salted",1.00 oz,140.9,,,0.55,0.04,0.01,0.42,0.12,0.06,,11.06,6.24,339.63,44.79,,,0.84,0.17,29.48,0.03,0.37,23.81,0.1,66.34,58.4,2.38,87.89,0.41,19.1,1.33,17.17,0.34,17.77,6.33,,2.43,2.6,0.79,0.02,0.09,2.49,,,,,,,,1.88,,,,,Snacks
4/25/2021,,Dinner,"Red Bell Peppers, Cooked",0.50 cup,11.97,0,0,39.28,0.03,0.01,0.2,0.03,0.1,0,652.04,6.84,20.1,1257.47,73.11,0,0.71,2.18,3.85,0.03,0.2,4.28,0.05,7.7,70.98,0.13,0.86,0.05,2.86,0.51,0.03,1.88,2.35,0.09,0,0.01,0.05,0.01,0,0,0,0.01,0.01,0.01,0.02,0.02,0,0.01,0.39,0.01,0.01,0.01,0.02,Vegetables and Vegetable Products
4/25/2021,,Dinner,"Cauliflower, Cooked from Fresh","0.50 cup, cut pieces",14.26,0,0,57.66,0.03,0.03,0.25,0.31,0.11,0,4.34,27.28,17.98,7.44,27.47,0,0.04,8.56,9.92,0.01,0.2,5.58,0.08,19.84,88.04,0.37,9.3,0.11,2.55,1.43,0.1,1.29,1.12,0.28,0,0.02,0.13,0.04,0,0.1,0,0.01,0.02,0.04,0.07,0.06,0.02,0.04,1.14,0.04,0.01,0.02,0.06,Vegetables and Vegetable Products
4/25/2021,,Dinner,"Salmon, Atlantic, Wild, Cooked",2.00 oz,103.19,0,0,33.8,0.16,0.28,5.71,1.09,0.54,1.73,0,16.44,0,24.95,0,197.31,2.25,0.41,8.5,0.18,0.58,20.98,0.01,145.15,356.07,26.54,31.75,0.46,0,0,0,0,0,4.61,40.26,1.53,1.85,0.71,0,1.53,0.32,0.15,0.42,0.66,1.17,1.32,0.43,0.56,14.42,0.63,0.16,0.49,0.74,Finfish and Shellfish Products
4/25/2021,,Dinner,"Angel Hair Pasta, White, Cooked in Unsalted Water",1.25 cup,276.5,0,0,108.73,0.48,0.24,2.96,0.2,0.09,0,0,215.78,12.25,0,0,0,0.11,0,12.25,0.18,2.24,31.5,0.56,101.5,77,46.2,1.75,0.89,54.01,3.15,45.52,0.98,50.86,1.63,0,0.23,0.57,0.31,0,0.04,0.52,0.2,0.23,0.39,0.76,0.23,0.11,0.51,10.15,0.36,0.14,0.19,0.45,Cereal Grains and Pasta
4/25/2021,,Dinner,Capers,"2.00 tsp, whole pieces",1.32,0,0,4.81,0,0.01,0.04,0,0,0,4.76,1.32,0,7.91,0.25,0,0.05,1.41,2.29,0.02,0.1,1.89,0,0.57,2.29,0.07,134.62,0.02,0.28,0.18,0.01,0.02,0.1,0.05,0,0,0.02,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0,0,0.14,0,0,0,0,Vegetables and Vegetable Products
4/25/2021,,Dinner,"Chocolate Chip Cookies, Homemade","0.50 each - approx 2 1/4"" diameter",37.73,0.01,1.41,1.01,0.02,0.02,0.12,0.02,0,0.01,2.46,4.47,3.1,41.28,0,1.53,0.05,0.24,2.64,0.02,0.17,3.22,0.03,6.57,13.02,0.97,35.27,0.06,4.97,0.19,1.44,3.32,4.78,2,5.74,0.57,0.09,1.2,0.05,0.01,0.07,0.01,0.01,0.02,0.03,0.02,0.01,0.02,0.39,0.01,0.01,0.01,0.02,Baked Products
4/25/2021,,Snack,"Lindt Excellence, 85% cocoa",0.70 x 3.0 pieces,119,,,,,,,,,,,,,,,0,,,17.5,,2.1,,,,78.4,,7,,7.7,2.8,,2.8,4.9,9.8,0,,,5.6,0,,,,,,,,,,2.8,,,,,Sweets
4/26/2021,,Breakfast,"Coffee, Prepared From Grounds",25.00 fl oz,7.4,0,296.01,735.5,0.1,0.56,1.41,1.88,0.01,0,0,14.8,0,0,0,0,0.07,0.74,14.8,0.01,0.07,22.2,0.17,22.2,362.61,0,14.8,0.15,3.48,3.48,0,0,0,0.15,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.89,0.01,0,0.01,0.02,Beverages
4/26/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
4/26/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
4/26/2021,,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
4/26/2021,,Breakfast,"Apple, Fresh, With Skin","1.00 small - 2 3/4"" diameter",77.48,0,0,127.48,0.03,0.04,0.14,0.09,0.06,0,40.23,4.47,43.21,80.46,6.85,0,0.31,3.28,8.94,0.04,0.18,7.45,0.05,16.39,159.43,0,1.49,0.06,20.58,3.58,0.07,15.48,17,0.25,0,0.01,0.08,0.04,0,0.01,0.06,0,0.01,0.01,0.02,0.02,0,0.01,0.39,0.01,0,0,0.02,Fruits and Fruit Juices
4/26/2021,,Breakfast,"Mandarin Orange, Fresh","2.00 small - 2 1/4"" diameter",80.56,0,0,129.46,0.09,0.05,0.57,0.33,0.12,0,235.6,24.32,209.76,1035.12,40.58,0,0.3,0,56.24,0.06,0.23,18.24,0.06,30.4,252.32,0.15,3.04,0.11,20.28,2.74,0,16.08,17.54,0.47,0,0.09,0.1,0.06,0,0.03,0.07,0,0.02,0.03,0.04,0.05,0,0.03,1.23,0.02,0,0.02,0.03,Fruits and Fruit Juices
4/26/2021,,Lunch,"Simple Truth Organic, 100% Whole Grain Brown Rice with Ancient Grains, Black Pepper",1.00 cup,240,,,,,,,,,,,,,,,0,,,50,,1,,,,80,,250,,40,8,,0,32,4,0,1,2.5,0.5,0,,,,,,,,,,9,,,,,Cereal Grains and Pasta
4/26/2021,,Lunch,"Black Beans, Canned, Drained","1.00 cup, whole pieces",240.79,0,0,109.75,0.41,0.11,1.12,0.46,0.24,0,0,240.79,0,0,1.55,0,0.02,1.03,118.68,0.36,4.06,91.16,0.91,247.67,669.06,4.99,662.18,1.77,44.8,18.06,26.49,0.64,26.75,1.07,0,0.24,0.84,0.17,0,0.3,0.23,0.13,0.35,0.67,1.2,0.89,0.19,0.81,14.16,0.5,0.17,0.34,0.87,Legumes and Legume Products
4/26/2021,,Dinner,"Salmon, Atlantic, Wild, Cooked",2.00 oz,103.19,0,0,33.8,0.16,0.28,5.71,1.09,0.54,1.73,0,16.44,0,24.95,0,197.31,2.25,0.41,8.5,0.18,0.58,20.98,0.01,145.15,356.07,26.54,31.75,0.46,0,0,0,0,0,4.61,40.26,1.53,1.85,0.71,0,1.53,0.32,0.15,0.42,0.66,1.17,1.32,0.43,0.56,14.42,0.63,0.16,0.49,0.74,Finfish and Shellfish Products
4/26/2021,,Dinner,"Simple Truth Organic, 100% Whole Grain Brown Rice with Ancient Grains, Black Pepper",0.50 cup,120,,,,,,,,,,,,,,,0,,,25,,0.5,,,,40,,125,,20,4,,0,16,2,0,0.5,1.25,0.25,0,,,,,,,,,,4.5,,,,,Cereal Grains and Pasta
4/26/2021,,Dinner,"Lettuce, Mixed Greens","3.00 cup, chopped",28.38,0,0,155.26,0.11,0.14,0.64,0.44,0.14,0,5575.72,177.89,6137.78,9294.29,16.7,0,0.98,319.08,78.55,0.11,1.91,42.25,0.61,51.49,479.88,0.76,48.52,0.62,5.32,3.27,0.03,1.52,2.05,0.39,0,0.01,0.19,0.06,0,0.12,0,0.02,0.05,0.12,0.17,0.14,0.03,0.11,2.51,0.1,0.02,0.07,0.12,Vegetables and Vegetable Products
4/27/2021,,Breakfast,"Coffee, Prepared From Grounds",25.00 fl oz,7.4,0,296.01,735.5,0.1,0.56,1.41,1.88,0.01,0,0,14.8,0,0,0,0,0.07,0.74,14.8,0.01,0.07,22.2,0.17,22.2,362.61,0,14.8,0.15,3.48,3.48,0,0,0,0.15,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.89,0.01,0,0.01,0.02,Beverages
4/27/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
4/27/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
4/27/2021,,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
4/27/2021,,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
4/27/2021,,Breakfast,"Strawberries, Fresh","1.00 cup, halves",48.64,0,0,138.24,0.04,0.03,0.59,0.19,0.07,0,10.64,36.48,39.52,18.24,89.37,0,0.43,3.34,24.32,0.07,0.62,19.76,0.59,36.48,232.56,0.61,1.52,0.21,11.67,3.04,0.06,7.43,8.63,0.46,0,0.07,0.24,0.02,0,0.1,0.14,0.01,0.02,0.02,0.05,0.04,0,0.03,1.02,0.03,0.01,0.03,0.03,Fruits and Fruit Juices
4/27/2021,,Breakfast,"Pita Bread, Whole Wheat","1.50 small - 4"" diameter",110.04,0,0,12.85,0.14,0.03,1.19,0.35,0.11,0,1.68,14.7,22.26,2.52,0,0,0.26,0.59,6.3,0.12,1.29,28.98,0.73,75.6,71.4,18.48,176.82,0.64,23.47,2.56,18.22,1.21,20.91,0.72,0,0.15,0.44,0.17,0,0.02,0.27,0.1,0.09,0.15,0.28,0.11,0.06,0.2,4.12,0.12,0.06,0.12,0.19,Baked Products
4/27/2021,,Breakfast,Hummus,3.00 tbsp,80.07,0,0,28.91,0.08,0.03,0.37,0.12,0.05,0,7.52,21.31,0.82,13.39,0.62,0,0.12,1.12,40.88,0.18,0.92,14.47,0.37,70.23,71.08,3.02,197.6,0.48,8.86,2.63,4.93,1.46,6.23,3.95,0,1.31,1.64,0.5,0.03,0.04,1.55,0.05,0.09,0.14,0.24,0.19,0.06,0.17,3.3,0.13,0.04,0.1,0.15,Legumes and Legume Products
4/27/2021,,Lunch,"Lettuce, Mixed Greens","3.00 cup, chopped",28.38,0,0,155.26,0.11,0.14,0.64,0.44,0.14,0,5575.72,177.89,6137.78,9294.29,16.7,0,0.98,319.08,78.55,0.11,1.91,42.25,0.61,51.49,479.88,0.76,48.52,0.62,5.32,3.27,0.03,1.52,2.05,0.39,0,0.01,0.19,0.06,0,0.12,0,0.02,0.05,0.12,0.17,0.14,0.03,0.11,2.51,0.1,0.02,0.07,0.12,Vegetables and Vegetable Products
4/27/2021,,Lunch,"Cucumber, Raw, With Peel","0.75 cup, sliced",11.7,0,0,74.27,0.02,0.03,0.08,0.2,0.03,0,35.1,5.46,17.94,81.89,2.18,0,0.02,12.79,12.48,0.03,0.22,10.14,0.06,18.72,114.65,0.23,1.56,0.16,2.83,0.89,0.65,1.3,1.94,0.09,0,0,0.02,0.03,0,0,0.02,0,0.01,0.02,0.02,0.02,0,0.01,0.51,0.01,0,0.01,0.02,Vegetables and Vegetable Products
4/27/2021,,Lunch,"Raisins, Uncooked","2.00 tbsp, whole pieces",54.19,0,0,2.8,0.02,0.02,0.14,0.02,0.03,0,0,0.91,0,0,0.42,0,0.02,0.63,11.24,0.05,0.32,6.52,0.05,17.76,134.85,0.11,4.71,0.07,14.38,0.82,1.75,11.81,13.56,0.05,0,0,0.01,0.02,0,0,0.01,0.01,0.02,0.02,0.03,0.03,0.01,0.02,0.6,0.03,0.02,0,0.03,Fruits and Fruit Juices
4/27/2021,,Lunch,"Cheddar Cheese, Natural","1.00 tbsp, grated",28.46,0,0,2.6,0,0.03,0,0.03,0,0.08,6,1.91,0,87.72,0,1.7,0.05,0.17,50.14,0,0.01,1.91,0,32.14,5.37,2.01,46.12,0.26,0.24,0,0,0.03,0.24,2.35,6.99,0.58,0.1,1.33,0.08,0.01,0.06,0.01,0.04,0.09,0.14,0.07,0.04,0.08,1.62,0.07,0.04,0.08,0.1,Dairy and Egg Products
4/27/2021,,Lunch,"Lindt Excellence, 85% cocoa",1.00 x 3.0 pieces,170,,,,,,,,,,,,,,,0,,,25,,3,,,,112,,10,,11,4,,4,7,14,0,,,8,0,,,,,,,,,,4,,,,,Sweets
4/27/2021,,Dinner,"Beets, Cooked, Boiled, Drained",2.00 x 0.5 cup slices,74.8,,,148,0.05,0.07,0.56,0.25,0.11,,35.7,136,,59.5,6.12,,0.07,0.34,27.2,0.13,1.34,39.1,0.55,64.6,518.5,1.19,130.9,0.59,16.93,3.4,,13.53,13.53,0.31,,0.06,0.11,0.05,,0.01,0.1,0.03,0.04,0.09,0.12,0.1,0.03,0.08,2.86,0.08,0.03,0.07,0.1,Vegetables and Vegetable Products
4/27/2021,,Dinner,"Orzo, White, Cooked in Unsalted Water",0.75 cup,165.9,0,0,65.24,0.29,0.14,1.77,0.12,0.05,0,0,129.47,7.35,0,0,0,0.06,0,7.35,0.11,1.34,18.9,0.34,60.9,46.2,27.72,1.05,0.54,32.4,1.89,27.31,0.59,30.51,0.98,0,0.14,0.34,0.18,0,0.03,0.31,0.12,0.14,0.24,0.46,0.14,0.07,0.31,6.09,0.21,0.09,0.11,0.27,Cereal Grains and Pasta
4/27/2021,,Dinner,"Asparagus, Cooked from Fresh","1.00 cup, cut pieces",39.6,0,0,166.74,0.29,0.25,1.95,0.41,0.14,0,1087.24,268.21,1387.85,1810.87,13.86,0,2.7,91.08,41.4,0.3,1.64,25.2,0.28,97.2,403.22,10.98,25.2,1.08,7.4,3.6,0,2.34,3.8,0.4,0,0,0.19,0.09,0,0.05,0,0.06,0.1,0.15,0.25,0.2,0.06,0.15,4.32,0.17,0.05,0.1,0.23,Vegetables and Vegetable Products
4/27/2021,,Dinner,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",1.00 cup,73.96,0,0,225.9,0.07,0.51,0.17,0.08,0.1,3,2.15,24.55,0,499.99,0.73,120.04,0.15,8.26,300,0.17,1.08,40,0.35,105.35,300,5.6,84.95,0.6,3.59,2.58,0,1.02,1.01,3.86,0,0.85,2.18,0.56,0,0.26,1.89,0.11,0.19,0.35,0.58,0.48,0.1,0.37,7.83,0.31,0.1,0.27,0.36,Beverages
4/27/2021,,Dinner,Nestle Toll House Chocolate Chips,4.00 Tablespoon,280,,,,,,,,,,,,,,,,,,,,,,,,,,0,,36,,,32,36,16,0,,,10,,,,,,,,,,,,,,,,Sweets
4/28/2021,,Breakfast,"Coffee, Prepared From Grounds",25.00 fl oz,7.4,0,296.01,735.5,0.1,0.56,1.41,1.88,0.01,0,0,14.8,0,0,0,0,0.07,0.74,14.8,0.01,0.07,22.2,0.17,22.2,362.61,0,14.8,0.15,3.48,3.48,0,0,0,0.15,0,0.11,0.01,0.01,0,0,0,0.01,0.01,0.01,0.04,0.01,0,0.02,0.89,0.01,0,0.01,0.02,Beverages
4/28/2021,,Breakfast,"Soy Milk, Plain or Original, Unsweetened, Ready-to-Drink, Fortified",2.00 cup,147.92,0,0,451.79,0.13,1.02,0.35,0.16,0.2,6,4.3,49.09,0,999.99,1.46,240.08,0.3,16.51,600,0.35,2.16,80,0.71,210.7,600,11.2,169.9,1.2,7.19,5.16,0,2.03,2.03,7.71,0,1.71,4.35,1.12,0,0.52,3.78,0.23,0.38,0.69,1.17,0.95,0.19,0.75,15.66,0.62,0.21,0.54,0.71,Beverages
4/28/2021,,Breakfast,"Vega One, All In One Shake, Chocolate",1.00 scoop,180,,,,0.8,0.9,13.6,5.1,1,1.5,,210,,400,40,280,10.2,59,180,,7,40,,220,470,,220,,15,4,,1,11,6,0,1,3,1,0,,,,,,,,,,20,,,,,Beverages
4/28/2021,,Breakfast,"Banana, Fresh","1.00 small - 6"" to 6 7/8"" long",89.89,0,0,75.66,0.03,0.07,0.67,0.34,0.37,0,26.26,20.2,22.22,64.64,8.79,0,0.13,0.51,5.05,0.08,0.26,27.27,0.27,22.22,361.58,1.01,1.01,0.15,23.07,2.63,5.43,12.35,20.44,0.33,0,0.03,0.07,0.11,0,0.03,0.05,0.01,0.08,0.03,0.07,0.05,0.01,0.05,1.1,0.03,0.01,0.01,0.05,Fruits and Fruit Juices
4/28/2021,,Breakfast,"Blueberries, Fresh","1.00 cup, whole pieces",84.36,0,0,124.63,0.05,0.06,0.62,0.18,0.08,0,47.36,8.88,118.4,79.92,14.36,0,0.86,28.56,8.88,0.08,0.41,8.88,0.5,17.76,113.96,0.15,1.48,0.24,21.45,3.55,0.04,14.74,17.89,0.49,0,0.07,0.22,0.04,0,0.09,0.13,0.01,0.02,0.03,0.07,0.02,0.02,0.04,1.1,0.03,0,0.01,0.05,Fruits and Fruit Juices
4/28/2021,,Breakfast,Hummus,4.00 tbsp,106.76,0,0,38.55,0.11,0.04,0.49,0.16,0.07,0,10.02,28.41,1.1,17.85,0.83,0,0.16,1.49,54.5,0.23,1.23,19.3,0.49,93.64,94.77,4.03,263.47,0.64,11.82,3.51,6.58,1.94,8.3,5.26,0,1.75,2.19,0.66,0.04,0.05,2.06,0.07,0.12,0.19,0.32,0.25,0.08,0.23,4.4,0.17,0.06,0.13,0.2,Legumes and Legume Products
4/28/2021,,Breakfast,"Pita Bread, Whole Wheat","1.00 small - 4"" diameter",73.36,0,0,8.57,0.09,0.02,0.8,0.23,0.07,0,1.12,9.8,14.84,1.68,0,0,0.17,0.39,4.2,0.08,0.86,19.32,0.49,50.4,47.6,12.32,117.88,0.43,15.65,1.71,12.15,0.8,13.94,0.48,0,0.1,0.3,0.11,0,0.01,0.18,0.06,0.06,0.1,0.19,0.07,0.04,0.13,2.74,0.08,0.04,0.08,0.12,Baked Products
